budget,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,money_now,revenue_now,budget_now,cast_score
19000000,2757,en,Adaptation.,"A love-lorn script writer grows increasingly desperate in his quest to adapt the book 'The Orchid Thief'.",26.441669,2002-12-06,32801173,114,Released,"From the creator of Being John Malkovich, comes the story about the creator of Being John Malkovich.",7.3,638,,46062031.0,26681320.0,93319988.0371594
15000000,11683,en,"Land of the Dead","The world is full of zombies and the survivors have barricaded themselves inside a walled city to keep out the living dead. As the wealthy hide out in skyscrapers and chaos rules the streets, the rest of the survivors must find a way to stop the evolving zombies from breaking into the city.",15.262492,2005-06-24,46770602,93,Released,"The dead shall inherit the Earth.",6.0,381,,60458874.0,19390024.0,95051991.9795383
18500000,23082,en,"The Invention of Lying","Set in a world where the concept of lying doesn't exist, a loser changes his lot when he invents lying and uses it to get ahead.",16.665841,2009-09-13,31912793,100,Released,"In a world where everyone can only tell the truth... This guy can lie.",6.0,518,,37611652.0,21803656.0,161674976.645934
18000000,195589,en,Neighbors,"A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.",36.471231,2014-05-08,268157400,96,Released,"Family vs. Frat",6.2,2713,,286278332.0,19216363.0,114880351.240477
18000000,496,en,"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture.",29.487784,2006-11-01,261572744,82,Released,"Come to Kazakhstan, it's nice!",6.5,1579,,327642239.0,22546540.0,77233162.4875
18000000,8835,en,"Legally Blonde","Elle Woods has it all. She's the president of her sorority, a Hawaiian Tropic girl, Miss June in her campus calendar, and, above all, a natural blonde. She dates the cutest fraternity boy on campus and wants nothing more than to be Mrs. Warner Huntington III. But, there's just one thing stopping Warner from popping the question: Elle is too blonde.",25.43954,2001-07-13,141774679,96,Released,"Don't judge a book by its hair color!",6.1,882,,202276807.0,25681473.0,132265750.947619
19000000,8643,en,"The Exorcism of Emily Rose","When a younger girl called Emily Rose (Carpenter) dies, everyone puts blame on the exorcism which was performed on her by Father Moore (Wilkinson) prior to her death. The priest is arrested on suspicion of murder. The trail begins with lawyer Erin Bruner (Linney) representing Moore, but it is not going to be easy, as no one wants to believe what Father Moore says is true.",32.602868,2005-09-09,144216468,122,Released,"What happened to Emily?",6.3,659,,186424054.0,24560697.0,100089711.244855
16000000,218043,en,"Left Behind","A small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction.",33.452469,2014-10-03,19682924,110,Released,"The End Begins",3.7,392,,21013012.0,17081212.0,79575657.2118154
18000000,21301,en,"Barbershop 2:  Back in Business","The continuing adventures of the barbers at Calvin's Barbershop. Gina, a stylist at the beauty shop next door, is now trying to cut in on his buisness. Calvin is again struggling to keep his father's shop and traditions alive--this time against urban developers looking to replace mom &amp; pop establishments with name-brand chains. The world changes, but some things never go out of style--from current events and politics to relationships and love, you can still say anything you want at the barbershop.",6.501815,2004-01-20,65070412,106,Released,"Let your hair down",5.6,74,,86974349.0,24059142.0,171733292.799324
23000000,10147,en,"Bad Santa","A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid, and the security boss discovers the plot.",26.58873,2003-11-26,76488889,91,Released,"He doesn't care if you're naughty or nice.",6.5,656,,104996888.0,31572278.0,133807152.281176
18000000,302688,en,"My Big Fat Greek Wedding 2","The continuing adventures of the Portokalos family. A follow-up to the 2002 comedy, ""My Big Fat Greek Wedding.""",16.027955,2016-03-23,88923251,94,Released,"People change. Greeks don't.",5.5,322,,93620402.0,18950806.0,61700575.8052632
21000000,60307,en,"Diary of a Wimpy Kid: Rodrick Rules","Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",14.329891,2011-03-25,72417394,99,Released,"Welcome to the next grade",6.3,238,,81400501.0,23604971.0,106827786.910159
0,8617,en,"Prom Night","Donna's senior prom is supposed to be the best night of her life, though a sadistic killer from her past has different plans for her and her friends.",9.642041,2008-04-10,14796236,88,Released,"A Night To Die For.",4.8,167,,17368735.0,0.0,105150687.778261
17000000,10625,en,"Mean Girls","Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",36.423717,2004-04-30,129042871,97,Released,"Welcome to girl world.",6.9,2320,,172481154.0,22722523.0,94276560.0263025
19800000,5279,en,"Gosford Park","Multiple storylined drama set in 1932, showing the lives of upstairs guest and downstairs servants at a party in a country house in England.",11.693272,2001-11-07,87754044,137,Released,"Tea at four. Dinner at eight. Murder at midnight.",6.8,246,,125202949.0,28249620.0,151979244.906296
18000000,194662,en,Birdman,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",89.811154,2014-08-27,103215094,119,Released,"or (The Unexpected Virtue of Ignorance)",7.4,4535,,110189929.0,19216363.0,70244982.5208572
18000000,160588,en,"Blue Jasmine","Jasmine French used to be on the top of the heap as a New York socialite, but now is returning to her estranged sister in San Francisco utterly ruined. As Jasmine struggles with her haunting memories of a privileged past bearing dark realities she ignored, she tries to recover in her present. Unfortunately, it all proves a losing battle as Jasmine's narcissistic hangups and their consequences begin to overwhelm her. In doing so, her old pretensions and new deceits begin to foul up everyone's lives, especially her own.",34.694216,2013-07-25,99206215,98,Released,"Blue Moon. I used to know the words. Now they're all a jumble.",7.0,1098,,107604710.0,19523825.0,115468547.485289
15000000,9829,en,"United 93","A real time account of the events on United Flight 93, one of the planes hijacked on 9/11 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.",17.50138,2006-04-28,76286096,111,Released,"September 11, 2001. Four planes were hijacked. Three of them reached their target. This is the story of the fourth.",6.9,367,,95554861.0,18788783.0,80149789.400463
18000000,10028,en,Honey,"Honey Daniels (Jessica Alba) dreams of making a name for herself as a hip-hop choreographer. When she's not busy hitting downtown clubs with her friends, she teaches dance classes at a nearby community center in Harlem, N.Y., as a way to keep kids off the streets. Honey thinks she's hit the jackpot when she meets a hotshot director (David Moscow) who casts her in one of his music videos. But, when he starts demanding sexual favors from her, Honey makes a decision that will change her life.",18.492655,2003-11-24,62646763,94,Released,"Her dream. Her terms",6.0,303,,85995695.0,24708739.0,77620501.8068783
18000000,43959,en,"Soul Surfer","Soul Surfer is the inspiring true story of teen surfer Bethany Hamilton. Bethany lost her left arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.Bethany (AnnaSophia Robb) was born to surf. A natural talent who took to the waves at a young age, she was leading an idyllic life on Kauai, participating in national surf competitions with her best friend Alana (Lorraine Nicholson), when everything changed. On Halloween morning, a 14-foot tiger shark came out of nowhere and seemed to shatter all her dreams.Soul Surfer reveals Bethany's fight to recover from her ordeal and how she grappled with the question of her future. Strengthened by the love of her parents, Tom (Dennis Quaid) and Cheri (Helen Hunt), and supported by her youth group leader Sara (Carrie Underwood), Bethany refuses to give in or give up, and begins a bold return to the water.",19.234672,2011-04-08,47088990,106,Released,"When you come back from a loss, beat the odds, and never say never, you find a champion.",6.9,342,,52930203.0,20232833.0,75692971.5729167
